id,Range,Latitude,Longitude
0,1.0052425097616242,30.416056669999993,77.97004500000001
1,1.0052425097616242,30.416056669999993,77.97004500000001
2,1.0052425097616242,30.416045720454544,77.97004242295458
3,0.8137425097616242,30.41598829565217,77.97004586717394
4,0.7844425097616242,30.415886669999978,77.97006499999999
5,0.7257425097616241,30.415802082272737,77.97009355840912
6,1.0990425097616243,30.41574293326087,77.97012735173918
7,2.005942509761624,30.41572034090908,77.97014462045446
8,2.005942509761624,30.415697462826085,77.97015090913041
9,1.7420425097616241,30.415673438695638,77.97016362652174
10,0.4541425097616242,30.41565105750001,77.97017382863638
13,0.5088425097616243,30.415618444444444,77.97020592311114
14,0.5479425097616242,30.415609673913046,77.97022130434787
15,0.24694250976162424,30.415604999999996,77.97024000000008
16,0.24694250976162424,30.415603438913045,77.97026025673915
29,0.22154250976162426,30.415574999999993,77.97037
36,0.3270425097616242,30.41555332999998,77.97032465613641
40,0.2312425097616242,30.41555332999998,77.97032333000004
66,0.24304250976162423,30.41555332999998,77.97032333000004
86,0.22934250976162418,30.41555332999998,77.97032333000004
90,0.3270425097616242,30.41555332999998,77.97032333000004
93,0.31344250976162424,30.415552875909068,77.9703240118182
94,0.35444250976162417,30.41554666999999,77.97033332999993
96,0.28994250976162417,30.415546669999994,77.97033332999993
97,0.47954250976162427,30.41554666999999,77.97033332999993
99,0.35054250976162427,30.415546669999994,77.97033332999993
100,0.34864250976162425,30.41554666999999,77.97033332999993
107,0.3309425097616242,30.41554666999999,77.97033332999993
111,0.30954250976162423,30.415546669999994,77.97033332999993
112,0.3700425097616242,30.415546669999994,77.97033332999993
113,0.22354250976162426,30.41554666999999,77.97033332999993
123,0.5557425097616242,30.41558167,77.97036166999997
124,0.5068425097616243,30.41558167,77.97036166999997
125,0.5733425097616243,30.41558167,77.97036166999997
126,0.5850425097616242,30.415624746739113,77.97036909456523
127,0.47954250976162427,30.415647497500007,77.97037500249996
128,0.4893425097616242,30.41567130326087,77.9703822836957
129,0.4912425097616242,30.415703478260852,77.97039086956515
130,0.43654250976162423,30.41573655159091,77.97039427886374
131,0.28804250976162427,30.41577083217391,77.97039441913041
132,0.44044250976162425,30.41580416863634,77.97039598681818
133,0.38374250976162416,30.415837677826108,77.97039333000008
134,0.34464250976162425,30.415873982173913,77.97039246043485
135,0.34074250976162423,30.415903329999995,77.97035332999995
136,0.2645425097616242,30.41592413304349,77.97030134021743
137,0.22934250976162418,30.415941333999985,77.97024966400002
138,0.2371425097616242,30.41596107177774,77.97020274200008
170,0.4078574902383758,30.416290038043496,77.9690668082608
199,0.22805749023837585,30.41687702565218,77.96661923913048
216,0.44624250976162416,30.41581413136366,77.96629435568177
217,0.32575749023837575,30.41580151999999,77.96626590326092
220,0.3433574902383758,30.415784020869584,77.96619101239139
445,0.31724250976162427,30.409767844090883,77.96900072295456
491,0.25735749023837573,30.4066268162222,77.97011781622227
507,0.22205749023837584,30.405491264782576,77.96990779065213
515,0.23785749023837588,30.404999999999976,77.96980666999993
535,0.34715749023837583,30.403633330000027,77.96936999999993
536,0.25735749023837573,30.40355014456523,77.96933434782602
537,0.25535749023837573,30.40347124749997,77.96930374999998
542,0.25284250976162426,30.40307560409092,77.96918155636367
612,0.3824574902383757,30.39808240666665,77.96906462777784
643,0.22805749023837585,30.395684960434792,77.9687065556522
644,0.2690574902383758,30.395637269545478,77.96869651840916
646,0.23385749023837588,30.395546625909095,77.96867757886368
651,0.3179574902383757,30.395345182888892,77.96866125800005
652,0.24494250976162424,30.395292999999988,77.96865467000003
653,0.3140574902383757,30.395238296739134,77.968645945
676,0.22605749023837585,30.393370706444465,77.96808403977784
684,0.22995749023837586,30.392666264782633,77.96808361999993
753,0.26325749023837575,30.38860739130435,77.96974043478264
759,0.5166425097616243,30.38823185795457,77.97010147772723
767,0.25925749023837574,30.38774999999999,77.97046067000004
768,0.2729574902383758,30.387681700652184,77.97051373521742
775,0.26115749023837576,30.387208155434788,77.97084551043471
803,0.3824574902383757,30.386518333333324,77.97293759222215
841,0.2729574902383758,30.384448890000005,77.97446889000001
843,0.2475574902383757,30.384383406136354,77.97448685863633
855,0.24165749023837568,30.3838093445652,77.97440778652181
857,0.32965749023837576,30.383718335000022,77.97442666750008
858,0.3876425097616242,30.383684604782612,77.97443735717393
864,0.25535749023837573,30.38346499999998,77.97447832999991
865,0.2788574902383758,30.383430760869576,77.97448322130442
866,0.28655749023837584,30.383392859347797,77.97448778652173
867,0.22995749023837586,30.38335583249998,77.97449583000007
871,0.3804574902383757,30.383202669999992,77.97454759155562
873,0.2371425097616242,30.383120328695654,77.97457478000005
875,0.3042574902383759,30.383012901739143,77.97460949282616
882,0.3433574902383758,30.382674565869557,77.97480452630431
889,0.3433574902383758,30.382285721304346,77.97493800695646
890,0.3061574902383757,30.382235301136348,77.97495196636358
900,0.45665749023837576,30.38173291999999,77.97528219840906
903,0.22415749023837583,30.381555902826086,77.97534362282605
905,0.3211425097616242,30.381423329999983,77.97540667000008
906,0.5128425097616243,30.381357970652203,77.97543192065213
913,0.2475574902383757,30.38096698978259,77.97565101782612
