,Range,Latitude,Longitude
250,0.30954250976162423,30.415546670000015,77.97033332999997
252,0.3700425097616242,30.415546670000015,77.97033332999997
255,0.22354250976162426,30.415546670000015,77.97033332999997
278,0.5557425097616242,30.415581670000005,77.97036167000003
279,0.5068425097616243,30.415581670000005,77.97036167000003
280,0.4306425097616242,30.415581670000005,77.97036167000003
281,0.49704250976162423,30.415581670000005,77.97036167000003
282,0.41694250976162417,30.415581670000005,77.97036167000003
283,0.5850425097616242,30.415593752499994,77.9703637525
284,0.43654250976162423,30.41563,77.97037
285,0.4912425097616242,30.41563,77.97037
286,0.47954250976162427,30.415645164500006,77.97037433549997
287,0.47374250976162424,30.41565333000001,77.97037666999998
288,0.4599425097616242,30.415659997499993,77.97037875250001
289,0.47164250976162425,30.415679999999995,77.97038500000001
290,0.4912425097616242,30.41568,77.97038500000001
291,0.43854250976162423,30.415712000000003,77.97039300000003
292,0.43654250976162423,30.415719999999997,77.97039500000002
293,0.28414250976162425,30.415729582500006,77.9703945825
294,0.28804250976162427,30.415758330000006,77.97039333
295,0.2723425097616242,30.415758330000006,77.97039333
296,0.22154250976162426,30.415787084999998,77.97039583499996
297,0.44044250976162425,30.41579667,77.97039666999997
298,0.43454250976162423,30.415805835000015,77.97039583499999
299,0.38374250976162416,30.41583333000001,77.97039333
300,0.35244250976162417,30.41583333000001,77.97039333
301,0.35054250976162427,30.415863329999997,77.97039333
302,0.3388425097616242,30.41587333,77.97039333
303,0.34464250976162425,30.415880830000003,77.97038333000002
304,0.34074250976162423,30.41590333,77.97035333000001
305,0.25084250976162425,30.41590333,77.97035333000001
306,0.24694250976162424,30.415920834999987,77.97030958250001
307,0.2645425097616242,30.415926669999987,77.97029500000001
308,0.22934250976162418,30.41593125249999,77.9702808325
311,0.2312425097616242,30.415963886190465,77.97019650999998
312,0.2371425097616242,30.415968329999988,77.97018666999999
383,0.4078574902383758,30.416286252499994,77.96908333000002
384,0.22805749023837585,30.41629999999999,77.96902333000001
448,0.22805749023837585,30.41688582999999,77.96664124999998
487,0.44624250976162416,30.41581167,77.96629000000001
488,0.38574250976162416,30.415808335,77.96628208250002
495,0.3433574902383758,30.41578833000001,77.96620333000003
496,0.31344250976162424,30.41578191700001,77.96618499849998
1002,0.31724250976162427,30.40976667,77.96900166999997
1003,0.28994250976162417,30.40975458500001,77.96901083500002
1106,0.25735749023837573,30.406589498999995,77.97011299899998
1142,0.22205749023837584,30.405473329999996,77.96990499999998
1159,0.23785749023837588,30.404999999999983,77.96980667000001
1204,0.34715749023837583,30.40363333,77.96937000000001
1205,0.23785749023837588,30.40363333,77.96937000000001
1208,0.25735749023837573,30.403526249499997,77.96932475
1219,0.25284250976162426,30.40309333,77.96918667
1377,0.3824574902383757,30.398104999999994,77.96906833000001
1378,0.2606425097616242,30.398079582500003,77.969064165
1447,0.22805749023837585,30.395693329999983,77.96870833000001
1450,0.2690574902383758,30.395638330000004,77.96869667000003
1455,0.23385749023837588,30.395543330000002,77.96867666999998
1466,0.3179574902383757,30.395324443333337,77.96865888999999
1468,0.24494250976162424,30.395292368421064,77.96865456473684
1469,0.3140574902383757,30.395245000000003,77.96864667
1523,0.22605749023837585,30.39334667,77.96807904999997
1540,0.22805749023837585,30.39266833,77.96808332999997
1541,0.22995749023837586,30.39259708,77.96809333500002
1696,0.26325749023837575,30.388562500000013,77.9697725
1708,0.4893425097616242,30.3882504175,77.97008291499998
1709,0.5166425097616243,30.38820667,77.97012666999997
1726,0.25925749023837574,30.387756250000002,77.97045566999999
1727,0.22805749023837585,30.387729999999998,77.97047666999998
1729,0.2729574902383758,30.38765833000001,77.97053166999997
1744,0.26115749023837576,30.38720667,77.97084666999997
1807,0.3824574902383757,30.386525,77.97292999999998
1892,0.2729574902383758,30.384459999999997,77.974465
1897,0.2475574902383757,30.38438832999999,77.97448667000002
1924,0.24165749023837568,30.38380833,77.97440832999999
1930,0.3394574902383758,30.38370667,77.97443
1931,0.3876425097616242,30.383683920000003,77.97443758550001
1932,0.3023574902383759,30.383671670000005,77.97444167000002
1944,0.2495574902383757,30.383465,77.97447833
1945,0.25535749023837573,30.383465,77.97447833
1947,0.2788574902383758,30.383429999999986,77.97448333000003
1948,0.28655749023837584,30.383419582499993,77.97448458
1951,0.22415749023837583,30.3833601655,77.97449482999998
1952,0.22995749023837586,30.383345,77.97449832999999
1959,0.3804574902383757,30.383216670000014,77.97454500000002
1960,0.3608574902383759,30.383216670000014,77.97454500000002
1961,0.2983574902383759,30.38318517000001,77.974550831
1965,0.22605749023837585,30.383126670000014,77.97457333000003
1966,0.2371425097616242,30.38308291500001,77.974583335
1968,0.2963574902383759,30.383054165000004,77.97459250249999
1969,0.3042574902383759,30.383011669999984,77.97461
1970,0.2357574902383759,30.383011669999984,77.97461
1984,0.22805749023837585,30.382685,77.97479832999997
1986,0.3433574902383758,30.38265033550001,77.97481891550004
2001,0.3433574902383758,30.38227333000001,77.97494041500002
2002,0.3061574902383757,30.382258330000006,77.97494333000002
2025,0.45665749023837576,30.381756670000005,77.975275
2026,0.22934250976162418,30.381715419999995,77.9752875025
2033,0.22415749023837583,30.381546247499994,77.97534833249998
2038,0.5128425097616243,30.381404997500006,77.97541375250002
2039,0.3824574902383757,30.381350000000005,77.97543500000003
2055,0.2475574902383757,30.38097333,77.97564667000003
2069,0.2729574902383758,30.380555000000005,77.97586666999999
2070,0.2768574902383758,30.380555000000005,77.97586666999999
2184,0.2397574902383759,30.375864999999987,77.97681166999999
2185,0.31144250976162424,30.375864999999987,77.97681166999999
2186,0.34915749023837583,30.375827085499985,77.97685824899999
2198,0.2455574902383757,30.375579250499992,77.97713700050001
2199,0.31985749023837573,30.375546669999995,77.97717667000003
2200,0.2534574902383757,30.375546669999995,77.97717667000003
2213,0.22205749023837584,30.375424167499993,77.97732167
2218,0.22205749023837584,30.375372082499997,77.97735916500001
2222,0.2475574902383757,30.37531333,77.97740500000002
2253,0.25925749023837574,30.37500666750001,77.9776374975
2387,0.22415749023837583,30.37084667,77.97434333
2388,0.23385749023837588,30.370830418999997,77.97433808
2436,0.3804574902383757,30.368600835000002,77.97342541999998
2437,0.4605574902383758,30.36857667,77.97341166999998
2438,0.39215749023837576,30.368551669999988,77.9733937525
2454,0.38835749023837574,30.367866670000005,77.97287667
2455,0.3622425097616242,30.367866670000005,77.97287667
2468,0.2963574902383759,30.36732583500001,77.97256416500004
2474,0.32775749023837575,30.367036669999994,77.97238999999998
2475,0.3315574902383758,30.367036669999994,77.97238999999998
2476,0.22805749023837585,30.366962999000002,77.97234450000002
2477,0.23385749023837588,30.36692333,77.97232000000001
2500,0.2495574902383757,30.365863330000014,77.97157999999997
2683,0.2827574902383758,30.360151986190473,77.96702221952384
2726,0.2703425097616242,30.358446667500004,77.96615666750003
2727,0.22154250976162426,30.358425000000004,77.96614500000003
2752,0.2475574902383757,30.357471670000002,77.96581833000002
2783,0.2495574902383757,30.356138249500003,77.9652582505
2788,0.29445749023837586,30.355918329999998,77.96509182714283
2819,0.35895749023837586,30.35446667,77.96381167000001
2820,0.3896425097616242,30.354466669999997,77.96381167000001
2821,0.4019574902383758,30.35446667,77.96381167000001
2866,0.22015749023837583,30.352486749999986,77.96177116550002
2867,0.2983574902383759,30.352449999999987,77.96173500000002
2868,0.29055749023837585,30.352423332500003,77.9617079175
2871,0.2455574902383757,30.352259585000002,77.9615466675
2879,0.2788574902383758,30.351891669999993,77.96122167
2898,0.3061574902383757,30.351055334499996,77.96046482999998
2899,0.3023574902383759,30.350981670000003,77.96039333
2903,0.38835749023837574,30.350846669999992,77.96026083500001
2904,0.26515749023837576,30.350771669999983,77.96018333000004
2910,0.26705749023837577,30.35059333,77.95998166999999
2934,0.24165749023837568,30.349951670000003,77.959075
2935,0.22805749023837585,30.349951670000003,77.959075
2936,0.22605749023837585,30.349873750500002,77.95899849999999
2938,0.24694250976162424,30.349836250000003,77.95896041750002
2939,0.3159574902383757,30.349765,77.95888667000001
2955,0.2455574902383757,30.34920167,77.95818833
2984,0.2391425097616242,30.348243329999992,77.95670833000001
2986,0.3100574902383757,30.348209751000002,77.95663575099996
2987,0.3159574902383757,30.34819167,77.95659666999998
3121,0.22805749023837585,30.34550916850001,77.95387416999998
3175,0.2827574902383758,30.343970000000006,77.95326
3201,0.22805749023837585,30.343553335000014,77.95313625250003
3202,0.2690574902383758,30.343546670000013,77.95313667000002
3303,0.2455574902383757,30.341880415000002,77.95483875000002
3448,0.24365749023837568,30.336584997500005,77.95661374749999
3871,0.25925749023837574,30.336313250000007,77.9683339145
4130,0.25284250976162426,30.333443330000012,77.97947
4131,0.3179574902383757,30.333407919000013,77.97957908050003
4412,0.3036425097616242,30.332206669999998,77.98778999999998
4413,0.22805749023837585,30.332205002500007,77.98779375
4437,0.25535749023837573,30.332119999999996,77.98831500000003
4473,0.2749574902383758,30.331675832499997,77.9892316675
4475,0.4430574902383757,30.331663330000005,77.98925166999999
4476,0.4058574902383758,30.331652080000005,77.98926416499998
4477,0.35315749023837584,30.33164833,77.98926832999999
4478,0.3804574902383757,30.331645414999997,77.98927249750002
4479,0.28465749023837583,30.33163667,77.98928500000002
4480,0.22415749023837583,30.33163667,77.98928500000002
4541,0.39215749023837576,30.330825419999996,77.99035458249999
4574,0.2397574902383759,30.33025667,77.99117
4575,0.2357574902383759,30.33025667,77.99117
4594,0.25535749023837573,30.330050000000018,77.99151333000002
4595,0.3003574902383759,30.330050000000018,77.99151333000002
4617,0.26325749023837575,30.329616669999997,77.99217999999999
4618,0.32375749023837574,30.329606510000012,77.9921968247619
4620,0.22805749023837585,30.329563329999996,77.99226833000003
4622,0.22995749023837586,30.32951333000001,77.99235167000003
4629,0.2768574902383758,30.329376669999995,77.99258499999999
4630,0.35315749023837584,30.329376669999995,77.99258499999999
4642,0.23785749023837588,30.329140000000006,77.99295000000001
4698,0.39025749023837575,30.3277266695,77.99504592000001
4710,0.26515749023837576,30.32742,77.99549832999999
4725,0.22734250976162418,30.327105,77.99593499999999
4726,0.32175749023837574,30.32707899999999,77.99597291449999
4732,0.2397574902383759,30.327001670000005,77.99610000000001
4739,0.25084250976162425,30.326905000000004,77.99631
4740,0.3681425097616242,30.326905000000004,77.99631
4980,0.2625425097616242,30.32603167000001,78.00028167000002
5206,0.22154250976162426,30.32445832999998,78.00633167
5229,0.31534250976162426,30.32445832999998,78.00633167
5230,0.31724250976162427,30.32445832999998,78.00633167
5243,0.28014250976162425,30.32445832999998,78.00633167
5246,0.5166425097616243,30.32445832999998,78.00633167
5247,0.7903425097616242,30.32445832999998,78.00633167
5248,0.7883425097616242,30.32445832999998,78.00633167
5249,0.8508425097616242,30.32445832999998,78.00633167
5250,0.9114425097616242,30.32445832999998,78.00633167
5251,0.8625425097616242,30.32445832999998,78.00633167
5252,0.8411425097616242,30.32445832999998,78.00633167
5253,0.8782425097616242,30.32445832999998,78.00633167
5254,0.8059425097616242,30.32445832999998,78.00633167
5255,0.7629425097616243,30.32445832999998,78.00633167
5256,0.7649425097616243,30.32445832999998,78.00633167
5257,0.7629425097616243,30.32445832999998,78.00633167
5258,0.7765425097616242,30.32445832999999,78.00633167
5259,1.0052425097616242,30.416056669999993,77.97004500000001
5260,1.0052425097616242,30.416056669999993,77.97004500000001
5261,1.0052425097616242,30.416056669999993,77.97004500000001
5262,1.0052425097616242,30.416056669999993,77.97004500000001
5263,1.0052425097616242,30.416056669999993,77.97004500000001
5264,1.0052425097616242,30.416034770909096,77.97003984590911
5265,0.7629425097616243,30.416028330000007,77.97003833000002
5266,0.8137425097616242,30.415944621818177,77.97005408954543
5267,0.7805425097616242,30.415886669999995,77.97006499999999
5268,0.7844425097616242,30.415886669999992,77.97006499999999
5269,0.5322425097616242,30.41584583454546,77.97007878681815
5270,0.7257425097616241,30.415758330000006,77.97010832999996
5271,1.0052425097616242,30.41575586652175,77.97011137347822
5272,1.0990425097616243,30.415730000000014,77.97014332999997
5273,1.5837425097616242,30.41573000000001,77.97014332999998
5274,2.005942509761624,30.41571068181818,77.97014591090911
5275,2.005942509761624,30.415705,77.97014667000003
5276,1.9101425097616243,30.41568924045454,77.97015553363634
5277,1.7420425097616241,30.415678329999995,77.97016166999998
5278,0.9114425097616242,30.415668955000015,77.97016541999996
5279,0.4541425097616242,30.415653330000012,77.97017166999996
5285,0.40714250976162425,30.415619999999993,77.97020333
5286,0.5088425097616243,30.415616818181817,77.9702086340909
5287,0.5479425097616242,30.41561000000001,77.97021999999998
5289,0.2391425097616242,30.415605000000017,77.97024000000005
5290,0.24694250976162424,30.415605000000017,77.97024000000005
5291,0.24694250976162424,30.41560353874999,77.97025896124997
5292,0.2352425097616242,30.415603329999996,77.97026166999996
5317,0.22154250976162426,30.415574999999993,77.97037
5332,0.3270425097616242,30.415553329999998,77.97032332999999
5339,0.2312425097616242,30.415553329999995,77.97032332999997
5340,0.22934250976162418,30.415553329999995,77.97032332999997
5391,0.2371425097616242,30.415553329999995,77.97032332999997
5392,0.24304250976162423,30.415553329999998,77.97032332999999
5431,0.22934250976162418,30.415553329999995,77.97032332999997
5439,0.24104250976162422,30.415553329999998,77.97032332999999
5440,0.3270425097616242,30.415553329999995,77.97032332999997
5445,0.31344250976162424,30.415553329999998,77.97032332999999
5446,0.2978425097616242,30.415552421818187,77.97032469363634
5447,0.35444250976162417,30.415546670000015,77.97033332999996
5451,0.2606425097616242,30.415546670000015,77.97033332999996
5452,0.28994250976162417,30.415546670000015,77.97033332999996
5453,0.47954250976162427,30.415546670000015,77.97033332999996
5454,0.47954250976162427,30.415546670000015,77.97033332999996
5457,0.2391425097616242,30.415546670000015,77.97033332999996
5458,0.35054250976162427,30.415546670000015,77.97033332999996
5459,0.34864250976162425,30.415546670000015,77.97033332999996
5473,0.3309425097616242,30.415546670000015,77.97033332999996
5481,0.30954250976162423,30.415546670000015,77.97033332999996
5483,0.3700425097616242,30.415546670000015,77.97033332999996
5486,0.22354250976162426,30.415546670000015,77.97033332999996
5506,0.5557425097616242,30.415581670000012,77.97036167000005
5507,0.5068425097616243,30.41558167000001,77.97036167000005
5508,0.4306425097616242,30.415581670000012,77.97036167000005
5509,0.49704250976162423,30.415581670000012,77.97036167000005
5510,0.5733425097616243,30.41558167000001,77.97036167000005
5511,0.5850425097616242,30.41561901590909,77.97036810681819
5512,0.4912425097616242,30.415629999999993,77.97037
5513,0.47954250976162427,30.415641665000013,77.97037333499998
5514,0.47374250976162424,30.415653330000012,77.97037666999996
5515,0.4599425097616242,30.415663331249988,77.97037979375001
5516,0.4893425097616242,30.415679999999995,77.97038500000002
5517,0.4912425097616242,30.41568545454545,77.97038636363638
5518,0.4229425097616242,30.415719999999993,77.97039500000004
5519,0.43654250976162423,30.415719999999997,77.97039500000004
5520,0.28604250976162426,30.415753103181828,77.97039355772726
5521,0.28804250976162427,30.415758330000006,77.97039333
5522,0.22154250976162426,30.41578333434782,77.97039550826082
5523,0.44044250976162425,30.415796669999995,77.97039666999996
5524,0.40914250976162425,30.415811667272745,77.97039530363635
5525,0.38374250976162416,30.415833330000016,77.97039333
5526,0.35244250976162417,30.415842420909083,77.97039333
5527,0.3290425097616242,30.415873329999997,77.97039333
5528,0.34464250976162425,30.415874579999993,77.97039166333333
5529,0.34074250976162423,30.415903329999995,77.97035333000002
5530,0.25084250976162425,30.415903329999995,77.97035333000002
5531,0.24694250976162424,30.415921807499984,77.97030715208335
5532,0.2645425097616242,30.415926669999987,77.97029500000002
5533,0.22934250976162418,30.415937501363636,77.97026151318182
5535,0.2312425097616242,30.41595412913042,77.97021811521739
5536,0.2371425097616242,30.415968329999984,77.97018666999999
5599,0.4078574902383758,30.416281669999993,77.96910333000004
5600,0.3563425097616242,30.41629770874999,77.96903333000002
5657,0.22805749023837585,30.416889579999992,77.96665062500001
5692,0.44624250976162416,30.415811670000004,77.96629000000001
5693,0.32575749023837575,30.41580444416668,77.9662728454167
5699,0.3433574902383758,30.415788330000016,77.96620333000004
5700,0.31344250976162424,30.41577971173914,77.96617869478258
6150,0.31724250976162427,30.409766669999996,77.96900166999995
6242,0.25735749023837573,30.406595605454537,77.9701137872727
6274,0.22205749023837584,30.40547332999999,77.96990499999997
6289,0.23785749023837588,30.404999999999983,77.96980667000001
6329,0.34715749023837583,30.403633330000005,77.96937000000001
6330,0.23785749023837588,30.403633330000005,77.96937000000001
6332,0.25735749023837573,30.40354000000001,77.96932999999996
6333,0.25535749023837573,30.403494164999987,77.96931250000004
6343,0.25284250976162426,30.403093330000004,77.96918667
6483,0.3824574902383757,30.39810499999999,77.96906833000001
6545,0.22805749023837585,30.395693329999983,77.96870833000001
6548,0.2690574902383758,30.395636209090913,77.96869636681821
6552,0.23385749023837588,30.395543330000006,77.96867666999998
6562,0.3179574902383757,30.395327824782612,77.96865927608695
6564,0.24494250976162424,30.395280454545468,77.9686525790909
6565,0.3140574902383757,30.395245000000003,77.96864667
6612,0.22605749023837585,30.393361669999994,77.96808166999996
6628,0.22995749023837586,30.392664199565214,77.96808390999996
6766,0.26325749023837575,30.388599090909107,77.96974636363635
6777,0.4645574902383758,30.388257045909096,77.97007628545454
6778,0.5166425097616243,30.388206670000002,77.97012666999996
6793,0.25735749023837573,30.38776913043479,77.97044536565214
6794,0.25925749023837574,30.38773,77.97047666999998
6796,0.2729574902383758,30.38765833000001,77.97053166999996
6809,0.26115749023837576,30.387209775909085,77.97084424545451
6865,0.3824574902383757,30.386525000000002,77.97292999999996
6941,0.2729574902383758,30.384459999999994,77.974465
6945,0.2475574902383757,30.38438832999999,77.97448667000002
6969,0.24165749023837568,30.38381027458333,77.97440728833331
6974,0.32965749023837576,30.383706670000002,77.97443
6975,0.3876425097616242,30.383696461666663,77.97443340375001
6976,0.37984250976162426,30.38367167000001,77.97444167000002
6987,0.25535749023837573,30.383465,77.97447833
6990,0.2788574902383758,30.383429999999986,77.97448333000003
6991,0.28655749023837584,30.383397800454546,77.97448719363636
6993,0.22415749023837583,30.383366664999993,77.97449332999999
6994,0.22995749023837586,30.383344999999995,77.97449832999997
7001,0.3804574902383757,30.383216670000014,77.97454500000002
7002,0.2983574902383759,30.383189278695667,77.97455007043477
7006,0.2371425097616242,30.383114515833345,77.97457610916668
7009,0.3042574902383759,30.383014133478245,77.97460898565215
7010,0.2357574902383759,30.383011669999984,77.97461
7023,0.22805749023837585,30.382685000000002,77.97479832999997
7024,0.3433574902383758,30.382664131739133,77.97481072260872
7038,0.3433574902383758,30.38225833000001,77.97494333000003
7039,0.3061574902383757,30.38225833000001,77.97494333000003
7059,0.45665749023837576,30.38175667,77.975275
7066,0.22415749023837583,30.38154780045454,77.97534757499997
7070,0.3211425097616242,30.381423329999997,77.97540667
7071,0.5128425097616243,30.38136666590909,77.97542856136369
7086,0.2475574902383757,30.380960649565214,77.97565536565219
7098,0.2729574902383758,30.380555,77.97586666999997
7099,0.2768574902383758,30.380554999999998,77.97586666999997
7200,0.2397574902383759,30.375870506956506,77.97680514826085
7201,0.31144250976162424,30.375864999999987,77.97681166999998
7202,0.34915749023837583,30.375830532272712,77.97685401454544
7213,0.2455574902383757,30.37556583499999,77.97715333500003
7214,0.31985749023837573,30.37554666999999,77.97717667000005
7215,0.2534574902383757,30.37553479374999,77.97719291875002
7226,0.22205749023837584,30.375425139583328,77.97732083666665
7230,0.22205749023837584,30.375379999999993,77.97735332999997
7234,0.2475574902383757,30.375313330000004,77.97740500000003
7261,0.25925749023837574,30.375014999999998,77.97763833
7381,0.22415749023837583,30.370846669999995,77.97434333
7382,0.23385749023837588,30.37078265090909,77.97432264818181
7424,0.3804574902383757,30.36863378727273,77.97344416999996
7425,0.4605574902383758,30.368576670000007,77.97341166999996
7426,0.4541425097616242,30.368553942727257,77.97339538136363
7440,0.38835749023837574,30.367880760454554,77.97288621545455
7441,0.3622425097616242,30.36786667000001,77.97287667
7453,0.2963574902383759,30.367295694166682,77.97254763916672
7458,0.32775749023837575,30.36703666999999,77.97238999999996
7459,0.3315574902383758,30.36703666999999,77.97238999999996
7460,0.23385749023837588,30.366946942499993,77.97233458333336
7481,0.2495574902383757,30.365863330000014,77.97157999999996
7644,0.2827574902383758,30.36012939454545,77.9670094677273
7682,0.2703425097616242,30.35845750125,77.96616250125004
7683,0.22154250976162426,30.358425000000008,77.96614500000004
7705,0.2475574902383757,30.35747167,77.96581833000003
7732,0.2455574902383757,30.356154999999987,77.96526999999998
7733,0.2495574902383757,30.356099165000003,77.965230835
7737,0.29445749023837586,30.355938557272715,77.96510788181814
7765,0.35895749023837586,30.354466669999997,77.96381167000003
7766,0.4019574902383758,30.354466669999994,77.96381167000003
7807,0.22015749023837583,30.352449999999987,77.96173500000003
7808,0.2983574902383759,30.352449999999987,77.96173500000003
7811,0.2455574902383757,30.352257047272733,77.96154424318182
7818,0.2788574902383758,30.35189166999999,77.96122167
7835,0.3061574902383757,30.35104863772727,77.96045832999998
7836,0.25535749023837573,30.350981670000007,77.96039333
7839,0.22354250976162426,30.35087166999999,77.96028666999997
7840,0.38835749023837574,30.350784713478244,77.96019680913048
7845,0.26705749023837577,30.350593330000002,77.95998166999999
7867,0.24165749023837568,30.34995167,77.959075
7868,0.22805749023837585,30.34994750318182,77.9590709090909
7869,0.22605749023837585,30.349860000000007,77.958985
7870,0.23385749023837588,30.349860000000003,77.958985
7871,0.3159574902383757,30.3497865909091,77.9589090177273
7872,0.22605749023837585,30.34976500000001,77.95888667000003
7885,0.2455574902383757,30.34920167,77.95818833
7911,0.2391425097616242,30.34825617791665,77.95673020500003
7913,0.2690574902383758,30.3482175,77.95665249999996
7914,0.3159574902383757,30.348191670000002,77.95659666999997
8033,0.22805749023837585,30.345520910454557,77.95388121545453
8081,0.2827574902383758,30.34397000000001,77.95326
8082,0.2397574902383759,30.34393666875,77.95324958125003
8104,0.22805749023837585,30.343560000000014,77.95313583500001
8105,0.2690574902383758,30.343546670000013,77.95313667000003
8195,0.2455574902383757,30.341875529090917,77.9548397727273
8324,0.24365749023837568,30.336571447391314,77.9566214473913
8700,0.25925749023837574,30.336314318181827,77.96835492136361
8930,0.25284250976162426,30.333443330000012,77.97947
8931,0.3179574902383757,30.33340735090911,77.97958083045457
9181,0.3036425097616242,30.33220667,77.98778999999996
9182,0.22805749023837585,30.33220250125002,77.987799375
9203,0.25535749023837573,30.332120000000003,77.98831500000004
9235,0.2749574902383758,30.331674695909086,77.98923348590908
9236,0.2625425097616242,30.331663329999998,77.98925166999997
9237,0.4430574902383757,30.33166128454546,77.98925394181816
9238,0.2684425097616242,30.331648330000004,77.98926832999997
9239,0.3804574902383757,30.331648330000004,77.98926832999997
9240,0.28465749023837583,30.3316372,77.98928424227277
9241,0.22415749023837583,30.331636669999998,77.98928500000002
9296,0.39215749023837576,30.330816669999994,77.99037
9325,0.2397574902383759,30.330256670000004,77.99117
9343,0.3003574902383759,30.330050000000018,77.99151333000003
9363,0.32375749023837574,30.32961666999999,77.99217999999998
9364,0.2514574902383757,30.329594849090917,77.99221613500004
9365,0.22805749023837585,30.32956333,77.99226833000003
9366,0.22205749023837584,30.329557080000004,77.99227874750004
9368,0.22995749023837586,30.32951120909092,77.99235530636368
9374,0.35315749023837584,30.32937666999999,77.99258499999998
9385,0.23785749023837588,30.329140000000013,77.99295000000002
9435,0.39025749023837575,30.327717224583335,77.99505937833334
9446,0.26515749023837576,30.327408541666667,77.9955156925
9459,0.22734250976162418,30.327104999999996,77.99593499999997
9460,0.32175749023837574,30.327073333333317,77.99598117791665
9465,0.2397574902383759,30.32700167,77.99610000000001
9472,0.3681425097616242,30.326905000000007,77.99631
9473,0.26705749023837577,30.326894165,77.99635
9685,0.2625425097616242,30.32603167000001,78.00028167000004
9887,0.22154250976162426,30.32445832999998,78.00633167
9907,0.31534250976162426,30.32445832999998,78.00633167
9908,0.31724250976162427,30.32445832999998,78.00633167
9919,0.28014250976162425,30.32445832999998,78.00633167
9922,0.5166425097616243,30.32445832999998,78.00633167
9923,0.7903425097616242,30.32445832999998,78.00633167
9924,0.7981425097616242,30.32445832999998,78.00633167
9925,0.9114425097616242,30.32445832999998,78.00633167
9926,0.9016425097616242,30.32445832999998,78.00633167
9927,0.8489425097616242,30.32445832999998,78.00633167
9928,0.8782425097616242,30.32445832999998,78.00633167
9929,0.8352425097616242,30.32445832999998,78.00633167
9930,0.7765425097616242,30.32445832999998,78.00633167
9931,0.7649425097616243,30.32445832999998,78.00633167
9932,0.7765425097616242,30.32445832999998,78.00633167
9933,0.7726425097616242,30.32445833,78.00633167
9934,1.0052425097616242,30.416056669999993,77.97004500000001
9935,1.0052425097616242,30.416056669999993,77.97004500000001
9936,1.0052425097616242,30.416056669999993,77.97004500000001
9937,1.0052425097616242,30.416056669999993,77.97004500000001
9938,1.0052425097616242,30.41604840416667,77.97004305458337
9939,0.9251425097616242,30.41602833000001,77.97003833000002
9940,0.8137425097616242,30.415987012499993,77.97004610875
9941,0.8000425097616242,30.41588666999999,77.97006499999999
9942,0.7844425097616242,30.41588666999999,77.97006499999999
9943,0.5322425097616242,30.41583854250001,77.97008124874996
9944,0.8685425097616242,30.41575833000001,77.97010832999996
