id,Range,Latitude,Longitude
1032,1.8426591521946167,30.354400264800017,77.9923642352
1033,1.8778591521946169,30.354364735799987,77.9923741984
1035,1.9227591521946168,30.354316169999983,77.99237426739997
1036,2.0303591521946167,30.354291902599993,77.99237020260001
1037,1.8328591521946167,30.354269510588228,77.99236500000005
1039,1.8661591521946168,30.354228998399954,77.99237470159999
1040,1.8661591521946168,30.35421263519999,77.99238626479992
1041,1.9912591521946168,30.354193564800003,77.99239923520003
1042,2.1025591521946168,30.354171902600005,77.99241163000002
1043,2.006859152194617,30.3541498674,77.99242662999995
1044,1.9912591521946168,30.354126178235283,77.99244303588227
1045,1.8719591521946168,30.354102808823534,77.99246385372545
1049,1.8992591521946167,30.353984000599976,77.99259613120003
1050,1.8250591521946167,30.353950802599982,77.99264120259996
1053,2.067459152194617,30.353884429999994,77.9927615642
1054,2.3664591521946168,30.35386986419996,77.99279236579996
1055,2.1260591521946166,30.353854365799993,77.99282156420006
1057,1.8113591521946169,30.353803399999975,77.99288806739993
1058,1.8621591521946168,30.35377220000001,77.99292793579997
1059,1.8700591521946168,30.3537441675,77.99297041750002
1061,1.9423591521946169,30.353697264199987,77.99304447000007
1062,1.9012591521946167,30.353675232599993,77.99307180260003
1063,2.0986591521946165,30.353652698400005,77.99309563419996
1064,2.1123591521946166,30.353630802599984,77.99311753519997
1068,1.8016591521946168,30.353532464799997,77.99326990000003
1069,1.8309591521946167,30.35350516999998,77.99331626580002
1071,1.9012591521946167,30.353451729999996,77.99340322999997
1094,1.8661591521946168,30.3524091648,77.99446892999994
1095,1.8035591521946168,30.352367870000027,77.99444929739998
1097,1.8484591521946168,30.352292450980396,77.99440721960787
1098,1.9052591521946167,30.352258032599995,77.99437986740003
1100,1.8367591521946167,30.352188364199964,77.99432936579996
1101,1.8563591521946168,30.352151567400025,77.9943081974
1105,1.8113591521946169,30.35198540159999,77.99421312999999
1109,1.9501591521946167,30.351796402599998,77.99413153519998
1110,1.8367591521946167,30.35175182941178,77.99410810254895
1112,1.8055591521946168,30.351670530000007,77.99403619840007
1126,2.3586591521946167,30.35162960784312,77.993190815098
1127,2.0986591521946165,30.351602634200034,77.99318253579995
1131,1.8386591521946167,30.35153333,77.99324566480003
1134,1.8445591521946167,30.351527067399985,77.99335620259998
1135,1.8484591521946168,30.35151017000003,77.9934017
1136,1.9208591521946168,30.35148430160002,77.99344713420004
1138,1.9872591521946168,30.351427097399963,77.99353546999993
1139,1.8798591521946169,30.3513979175,77.99357750249997
1145,1.8289591521946167,30.351232635199995,77.99388616480006
1147,1.8524591521946168,30.35119820160001,77.9939971342
1148,1.8407591521946167,30.35118796480002,77.99404120259997
1167,1.8445591521946167,30.351193330000033,77.99478
1172,2.2980591521946168,30.351193330000033,77.99478
1173,1.9853591521946168,30.351193330000033,77.99478
1174,1.9755591521946168,30.351193330000036,77.99478
1193,1.8016591521946168,30.351193330000033,77.99478
1194,1.9696591521946167,30.351193330000033,77.99478
1195,1.8700591521946168,30.351193330000033,77.99478
1196,1.8817591521946169,30.351193330000033,77.99478
1197,1.8074591521946168,30.351193330000033,77.99478
1201,1.8348591521946167,30.351193330000033,77.99478
1202,1.8738591521946169,30.351193330000033,77.99478
1577,1.8563591521946168,30.351281669999995,77.99482833
1578,1.8738591521946169,30.351281669999995,77.99482833
1580,1.8153591521946169,30.351281669999995,77.99482833
1581,1.8035591521946168,30.351281669999995,77.99482833
1613,1.8778591521946169,30.351281669999995,77.99482833
1614,1.8426591521946167,30.351281669999995,77.99482833
1615,1.9442591521946169,30.351281669999995,77.99482833
1616,2.043959152194617,30.35128166999999,77.99482833
1617,1.8211591521946167,30.351281669999995,77.99482833
1618,1.9169591521946168,30.351281669999995,77.99482833
1624,2.1123591521946166,30.351281669999995,77.99482833
1625,2.2199591521946167,30.351281669999995,77.99482833
1628,2.0888591521946167,30.351281669999995,77.99482833
1629,1.8426591521946167,30.351281669999995,77.99482833
1630,1.9266591521946168,30.35128166999999,77.99482833
1631,2.0361591521946165,30.35128166999999,77.99482833
1632,1.8484591521946168,30.351281669999995,77.99482833
1633,1.8055591521946168,30.35126077000002,77.99483052999996
1636,1.8211591521946167,30.35116667000004,77.99485167000007
1637,1.8367591521946167,30.35116667000004,77.99485167000007
1638,1.9110591521946168,30.35116667000004,77.99485167000009
1639,1.8035591521946168,30.351157570000034,77.99485297000005
1640,1.8132591521946169,30.35112907000002,77.99485796999997
1770,1.8211591521946167,30.351100000000017,77.99487833000008
1793,1.8602591521946168,30.351235000000017,77.99483999999994
1794,1.8348591521946167,30.351235000000017,77.99483999999994
1804,1.8798591521946169,30.351235000000017,77.99483999999994
1806,1.9891591521946168,30.351235000000017,77.99483999999994
1808,1.8582591521946168,30.351235000000017,77.99483999999994
1809,1.9520591521946167,30.351235000000017,77.99483999999994
1810,2.131959152194617,30.351235000000017,77.99483999999994
1811,1.8153591521946169,30.351235000000017,77.99483999999994
1812,1.8055591521946168,30.351235000000017,77.99483999999994
1814,1.9716591521946167,30.351235000000017,77.99483999999994
1815,1.9344591521946168,30.351235000000017,77.99483999999994
1817,1.8074591521946168,30.351235000000017,77.99483999999994
1818,1.8211591521946167,30.351235000000017,77.99483999999994
1820,1.8465591521946167,30.351235000000017,77.99483999999994
1823,1.8093591521946168,30.351235000000017,77.99483999999994
1824,1.8563591521946168,30.351235000000017,77.99483999999994
1825,1.8289591521946167,30.351235000000017,77.99483999999994
1827,1.8191591521946167,30.351235000000017,77.99483999999994
1828,2.043959152194617,30.351235000000017,77.99483999999994
1870,2.0166591521946167,30.350219867399986,77.99631662999992
1874,1.8153591521946169,30.350154835199987,77.99636586740004
1896,1.8563591521946168,30.350188299400024,77.99788933120003
1952,1.9404591521946168,30.351370064199998,78.00051100159999
1953,1.9677591521946167,30.35137499999998,78.00052772999993
1954,1.8817591521946169,30.351373532599993,78.00054956479991
1973,1.9774591521946168,30.350759429999986,78.00148606579998
1974,2.3215591521946166,30.35074576480001,78.00150626480006
2030,1.8602591521946168,30.34844227,78.00453550000002
2032,1.9579591521946167,30.34841076479998,78.00457497000006
2033,2.0205591521946165,30.3484002026,78.00459107000007
2069,1.8211591521946167,30.349545392941216,78.00639559000001
2070,1.8582591521946168,30.349546670000038,78.00640832999993
2073,2.006859152194617,30.34954500000002,78.00642332999998
2083,1.8367591521946167,30.34972416749997,78.00681833249998
2085,1.9071591521946167,30.34978273579998,78.00691880160004
2087,1.8348591521946167,30.34983216999997,78.00699936999996
2091,1.9579591521946167,30.349908502600016,78.00711089740001
2093,1.8230591521946167,30.349915000000006,78.0071200000001
2116,1.9110591521946168,30.350090935200004,78.00749696740002
